SKU;DESCRIPCION;MARCA;COSTO;VENTA;IVA %;CATEGORIA;SUB CATEGORIA
DS-2CE12DF0T-F-0280;2 MP ColorVu 2.8mm TVI Bu;HIKVISION;29.6;47;21;CAMARAS IP;HIK 2-3MPX
DS-2CV1F23G2-LIDWF-0280-B;2 MP Indoor Wi-Fi PROMO;HIKVISION;23.63;34.5;21;CAMARAS IP;HIK 2-3MPX
DS-2DE3C210IX-DE-C1-T5;3-inch 2 MP 10X Darkfight;HIKVISION;254;404;21;CAMARAS IP;HIK 2-3MPX
DS-7632NXI-K2-16P;32-ch PoE 1U AcuSense 4K;HIKVISION;437;688;21;GRABADORES NVR;HIK 32CH
DS-7632NXI-K2-16P-D;32ch PoE 1U AcuSense;HIKVISION;437;688;21;GRABADORES NVR;HIK 32CH
DS-7732NI-M4;32CH 1.5U 8K NVR Hik;HIKVISION;810;1305;21;GRABADORES NVR;HIK 32CH
DS-7732NXI-I4-S;32Ch AcuSense 4K 1U;HIKVISION;810;1305;21;GRABADORES NVR;HIK 32CH
DS-7732NXI-I4-VPRO;32ch AcuSeek 4HDD I-V Pro;HIKVISION;1173;1889;21;GRABADORES NVR;HIK 32CH
DS-7732NXI-K4;32-ch 1.5U AcuSense 4K NV;HIKVISION;399;628;21;GRABADORES NVR;HIK 32CH
DS-7732NXI-K4-16P;32Ch 16PoE AcuSense 4K;HIKVISION;592;933;21;GRABADORES NVR;HIK 32CH
DS-7732NXI-K4-D;32ch AcuSense 1.5U 4K;HIKVISION;486;774;21;GRABADORES NVR;HIK 32CH
DS-9632NI-M8;32-ch 2U 8K NVR Hikvision;HIKVISION;1886;2459;21;GRABADORES NVR;HIK 32CH
iDS-7232HQHI-M2-S-E;32ch 1080p AcuSense DVR;HIKVISION;450;726;21;GRABADORES XVR;HIK 32CH
IDS-7232HQHI-M2-XT;32ch 1080P 1U AcuSense;HIKVISION;470;758;21;GRABADORES XVR;HIK 32CH
DS-2CE10KF0T-FS-0280;3K HDCVI ColorVu Mic 2.8;HIKVISION;34.9;56;21;CAMARAS HDCVI TVI;HIK 4-6MPX
DS-2CE10KF0T-LFS-0280;3K HybridLight ColorVu;HIKVISION;33.9;55;21;CAMARAS HDCVI TVI;HIK 4-6MPX
DS-2CE10KF0T-LPFS-0280;3K CV Bullet Camera;HIKVISION;32.9;53;21;CAMARAS HDCVI TVI;HIK 4-6MPX
DS-2CE10KF0T-PFS-0280;3K HDCVI ColorVu Mic;HIKVISION;32.9;53;21;CAMARAS HDCVI TVI;HIK 4-6MPX
DS-2CE12KF0T-LFS-0280;3K Smart Hybrid Light Fix;HIKVISION;44.5;72;21;CAMARAS HDCVI TVI;HIK 4-6MPX
DS-2CE16K0T-EXLPF-0280;3K Hybrid Light Bullet TV;HIKVISION;17.5;24.7;21;CAMARAS HDCVI TVI;HIK 4-6MPX
DS-2CE16K0T-LFS-0280;3K HDCVI DualLight Mic;HIKVISION;24.1;38;21;CAMARAS HDCVI TVI;HIK 4-6MPX
DS-2CE16K0T-LPFS-0280;3K Dual Light Mic Bullet;HIKVISION;22.5;35;21;CAMARAS HDCVI TVI;HIK 4-6MPX
DS-2CE17K0T-LFS-0280;3K HDCVI DualLight Mic;HIKVISION;30.9;49;21;CAMARAS HDCVI TVI;HIK 4-6MPX
DS-2CE70KF0T-LMFS-0280;3K Hybrid Light Turret TV;HIKVISION;35.6;57;21;CAMARAS HDCVI TVI;HIK 4-6MPX
DS-2CE70KF0T-PFS-0280;5MP-3K ColorVu Indoor Mic;HIKVISION;31;50;21;CAMARAS HDCVI TVI;HIK 4-6MPX
DS-2CE76K0T-EXLPF-0280;3K Hybrid Light Indoor Tu;HIKVISION;16.2;22.8;21;CAMARAS HDCVI TVI;HIK 4-6MPX
DS-2CE76K0T-LMFS-0280;3K Hybrid Light Audio Ana;HIKVISION;24.1;38;21;CAMARAS HDCVI TVI;HIK 4-6MPX
DS-2CE76K0T-LPFS-0280;3K Hybrid Light Audio Ind;HIKVISION;20.9;33;21;CAMARAS HDCVI TVI;HIK 4-6MPX
DS-2CE78K0T-LFS-0280;3K HDCVI DualLight Mic;HIKVISION;29.6;47;21;CAMARAS HDCVI TVI;HIK 4-6MPX
DS-2CD1043G2-I-0280;4 MP MD 2.0 2.8mm Bullet;HIKVISION;61;96;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1043G2-LIDUF-4G-SL-0280;4Mp HybridLight 4G LTE;HIKVISION;49;77;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1043G2-LIU-0280;4 MP Fixed Bullet Network;HIKVISION;61;96;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1043G2-LIUF-0280;4 MP Fixed Bullet IPC HIK;HIKVISION;61;97;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1043G2-LIUF-SL-0280;4 MP Smart Hybrid Light F;HIKVISION;64;101;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1043G2-LIUF-SL-0400;4 M IP Smart Hybrid Light;HIKVISION;64;101;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1047G2H-LIU-0280;4MP ColorVu Smart Hybrid;HIKVISION;74;117;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1047G2H-LIUF-0280;4MP ColorVu DualLight 2.8;HIKVISION;75;117;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1047G2H-LIUF-SRB-0280;4 MP ColorVu Hybrid Light;HIKVISION;81;128;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1143G2-I-0280;4 MP MD2.0 Fixed Dome IPC;HIKVISION;64;101;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1143G2-LIU-0280;4 MP Fixed Dome Network C;HIKVISION;64;101;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1143G2-LIUF-0280;4 MP Smart Hybrid Light;HIKVISION;64;101;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1147G2H-LIU-0280;4MP ColorVu Smart Hybrid;HIKVISION;82;129;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1343G2-LIU-0280;4 MP Fixed Turret Network;HIKVISION;61;96;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1343G2-LIUF-0280;4 MP 2.8mm Turret IPC HIK;HIKVISION;61;97;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1347G2H-LIUF-SRB-0280;4 MP ColorVu with Smart H;HIKVISION;81;128;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1643G0-IZ-2812-C;4 MP 2.8-12mm Bullet IPC;HIKVISION;83;122;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1643G2-IZS-2812;4 MP MD 2.0 2.8-12mml Bul;HIKVISION;103;163;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1643G2-LIZSU-2812;4 MP Smart Hybrid Light V;HIKVISION;103;163;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1643G2-LIZSU-SL-2812;4MP DualLight MD 2.0 VF;HIKVISION;108;170;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1743G2-LIZSU-2812;4 MP Smart Hybrid Light V;HIKVISION;103;162;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1T47G2H-LIUF-0280;4MP ColorVu Hybrid Light;HIKVISION;80;126;21;CAMARAS IP;HIK 4-6MPX
DS-2CD1T47G2H-LIUF-0400;4Mp ColorVu 4.0 Bullet;HIKVISION;80;126;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2043G2-I-0280;4Mp AcuSense 2.8 Bullet;HIKVISION;108;174;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2043G2-IU-0280-BLACK;4Mp AcuSense Bullet;HIKVISION;112;181;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2043G2-LI2U-0280;4 MP Acusense Smart Hybri;HIKVISION;114;183;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2047G2H-LIU-SL-0280-EF;4MP DualLight ColorVu Bul;HIKVISION;145;234;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2047G3-LI2UY-0280;4Mp ColorVu Nema;HIKVISION;144;229;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2047G3-LI2UY-SL-0280;4Mp ColorVu Bullet;HIKVISION;150;238;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2047G3-LIY-0280;4Mp CV MIC AntiCorrosiva;HIKVISION;140;223;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2063G2-I-0280;6 MP AcuSense 2.8mm Bulle;HIKVISION;114;183;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2063G2-LI2U-0280;6MP AcuSense 2.8mm Bullet;HIKVISION;118;190;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2143G2-LIS2U-0280;4 MP Acusense Smart PROMO;HIKVISION;96;154.4;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2143G2-LIS2U-0280-BLACK;4Mp Acusense Hybridlight;HIKVISION;122;197;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2146G2-ISU-0280-C;4Mp AcuSense Dome;HIKVISION;127;204;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2343G2-LI2U-0280;4Mp AcuSense SmartLight;HIKVISION;108;174;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2643G2-IZS;4MP AcuSense Vari IK10;HIKVISION;198;319;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2643G2-LIZS2U-2812;4MP Acusense DualL 2.8-12;HIKVISION;201;324;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2646G2HT-IZS2U-SL-2812-eF;4MP DarkFighter Varifocal;HIKVISION;256;412;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2646G2-IZS-2812;4 MP AcuSense DarkFighter;HIKVISION;229;369;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2646G2T-IZS-2812-C;4 MP AcuSense Zoom PROMO;HIKVISION;218;280.8;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2647G2-LZS-3690-C;4 MP ColorVu Zoom PROMO;HIKVISION;244.8;393.6;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2647G3-LIZS2UY-SL-2812;4Mp ColorVu Varifocal;HIKVISION;312;496;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2647G3-LIZSY-2812;4Mp CV VariFocal IK10;HIKVISION;302;481;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2743G2-IZS-2812;4MP AcuSense 2.8-12 PROMO;HIKVISION;197;317;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2746G2T-IZS-2812-C;4 MP AcuSense Zoom Dome I;HIKVISION;217;349;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2747G3T-LIZSY-2812;4Mp CV Varifocal IK10;HIKVISION;292;464;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2T43G2-4I-040;4 MP AcuSense Fixed Bulle;HIKVISION;128;206;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2T46G2P-ISU-SL-0280-C;4 MP Panoramic AcuSense;HIKVISION;149;239;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2T47G2H-LISU-SL-0280-E;4MP Smart Hybrid Light CV;HIKVISION;189;304;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2T47G2H-LISU-SL-040-EF;4MP IPC Hibrid light Colo;HIKVISION;189;304;21;CAMARAS IP;HIK 4-6MPX
DS-2CD2T47G3-LIS2UY-SL-0280;4MP ColorVu 2.8 Smart IR;HIKVISION;195;310;21;CAMARAS IP;HIK 4-6MPX
DS-2CD3041G2-LIUF-0280;4MP 2.8 HybridLight;HIKVISION;68;107;21;CAMARAS IP;HIK 4-6MPX
DS-2CD3651G0-IZS-2713-C;5MP Zoom Bullet HIK PROMO;HIKVISION;80.25;117.75;21;CAMARAS IP;HIK 4-6MPX
DS-2CD3751G0-IZS-2713-C;5 MP Zoom Dome IPC PROMO;HIKVISION;80.25;117.75;21;CAMARAS IP;HIK 4-6MPX
DS-2CD3756G2-IZS-27135-C;AcuSense 5 MP 2.7-13.5mm;HIKVISION;317;414;21;CAMARAS IP;HIK 4-6MPX
DS-2CD3766G2T-IZSY-0735-H;6 MP AcuSense Varifocal D;HIKVISION;426;555;21;CAMARAS IP;HIK 4-6MPX
DS-2CD3B46G2T-IZHSY-0832-H;4 MP DarkFighter VF Bulle;HIKVISION;697.8;697.8;21;CAMARAS IP;HIK 4-6MPX
DS-2CD3D46G2T-IZMSU-2812;4 MP HDMI Varifocal Dome;HIKVISION;0;0;21;CAMARAS IP;HIK 4-6MPX
DS-2CD3T66G2-4IS-0600-H;6MP 6mm Acusense;HIKVISION;0;0;21;CAMARAS IP;HIK 4-6MPX
DS-2DF3C400SCG-D-4G-WL40-F1;3C Series 4MP Water-Level;HIKVISION;2614;3407;21;CAMARAS IP;HIK 4-6MPX
DS-2XS2T41G1-ID-4G-C05S07-040;4MP Solar-powered Securit;HIKVISION;250;393;21;CAMARAS IP;HIK 4-6MPX
DS-2XS2T41G1-ID-4G-C05S07-0400;4MP 4.0 IR Solar LTE;HIKVISION;250;393;21;CAMARAS IP;HIK 4-6MPX
DS-2XS6A47G1-LS-C36S80-0400;4MP ColorVu Solar LTE;HIKVISION;1337;2153;21;CAMARAS IP;HIK 4-6MPX
IDS-2CD5T47G2-V-XHSY-0400;4MP DeepInView Bullet;HIKVISION;393;632;21;CAMARAS IP;HIK 4-6MPX
IDS-2CD5T47G2-V-XS-0400;4MP DeepInView Bullet;HIKVISION;367;591;21;CAMARAS IP;HIK 4-6MPX
IDS-2CD7146G0-IZS-2812-D;4MP DeepinView Indoor Var;HIKVISION;710.7;810;21;CAMARAS IP;HIK 4-6MPX
IDS-2CD7547G0-XZHSY-2812;4MP DarkfighterS Deepinvi;HIKVISION;1110.5;1110.5;21;CAMARAS IP;HIK 4-6MPX
iDS-2CD7A46G0-IZHSY-2812-C;4MP DeepinView Bullet IPC;HIKVISION;720;910;21;CAMARAS IP;HIK 4-6MPX
iDS-2CD7A46G0-P-IZHSY-2812-C;4MP DeepinView ANPR Bulle;HIKVISION;575;926;21;CAMARAS IP;HIK 4-6MPX
IDS-2CD7A46G2-IZHSY-2812;4Mp DeepInView Varifocal;HIKVISION;0;0;21;CAMARAS IP;HIK 4-6MPX
IDS-2CD7A46G2-V-XZHSY-2812;4MP DeepInView Varifocal;HIKVISION;714;931;21;CAMARAS IP;HIK 4-6MPX
IDS-2CD7A47G0-XZHS-2812;IPC 4MP DarkfighterS Deep;HIKVISION;1022.2;1022.2;21;CAMARAS IP;HIK 4-6MPX
IDS-2CD7A47G0-XZHSY-2812;4MP DarkfighterS DeepinVi;HIKVISION;1110.8;1110.8;21;CAMARAS IP;HIK 4-6MPX
IDS-2CD7T46G2-VX3-IHSY-4-12-25;4MP DeepInView TripleLens;HIKVISION;925;1205;21;CAMARAS IP;HIK 4-6MPX
IDS-2CD8447G0-B-RS-0280;IPC DeepinView Triple-Len;HIKVISION;1774.5;1774.5;21;CAMARAS IP;HIK 4-6MPX
IDS-2CD8A47G0-SC-ZY-0832;4MP DeepinView Self-Clean;HIKVISION;638;1028;21;CAMARAS IP;HIK 4-6MPX
IDS-2CD8A47G0-SC-ZY-2812;4MP DeepinView Self-Clean;HIKVISION;638;1028;21;CAMARAS IP;HIK 4-6MPX
IDS-2CD8A48G0-XZHSY-0520-0400;IPC 4Mp DeepinView multi-;HIKVISION;1532.8;1532.8;21;CAMARAS IP;HIK 4-6MPX
DS-7104NI-Q1-4P-M-D;4CH 1U 4PoE NVR;HIKVISION;92;136;21;GRABADORES NVR;HIK 4CH
DS-7104NI-Q1-M;4CH Value 7 Series NVR;HIKVISION;55;81;21;GRABADORES NVR;HIK 4CH
DS-7104NI-Q1-M-C;4ch Mini 1U NVR;HIKVISION;55;81;21;GRABADORES NVR;HIK 4CH
DS-7104NI-Q1-M-D;4Ch 1080P Value 7 Series;HIKVISION;52;76;21;GRABADORES NVR;HIK 4CH
DS-7604NI-Q1-4P;4-ch 1U 4 PoE 4K NVR;HIKVISION;120;176;21;GRABADORES NVR;HIK 4CH
DS-7204HGHI-M1;4-ch 720p 1U H.265 DVR;HIKVISION;44.9;63;21;GRABADORES XVR;HIK 4CH
DS-7204HGHI-M1-C;4ch 720p 1U  DVR PROMO;HIKVISION;33.04;44.1;21;GRABADORES XVR;HIK 4CH
IDS-7204HQHI-M1-E;4ch 1080P 1U AcuSense;HIKVISION;77;125;21;GRABADORES XVR;HIK 4CH
iDS-7204HQHI-M1-E-C;4ch 1080P 1U AcuSense DVR;HIKVISION;78;126;21;GRABADORES XVR;HIK 4CH
iDS-7204HQHI-M1-FA-C;4ch 1080p AcuSense DVR;HIKVISION;92;148;21;GRABADORES XVR;HIK 4CH
IDS-7204HQHI-M1-XT;4ch 1080P 1U AcuSense;HIKVISION;94;152;21;GRABADORES XVR;HIK 4CH
iDS-7204HUHI-M1-XT;4Ch 5MP AcuSense 1HDD;HIKVISION;144;232;21;GRABADORES XVR;HIK 4CH
DS-9664NI-M16;64-ch 3U 4K NVR Hikvision;HIKVISION;4017;5236;21;GRABADORES NVR;HIK 64CH
DS-9664NI-M8;64-ch 2U 4K NVR Hikvision;HIKVISION;2593;3380;21;GRABADORES NVR;HIK 64CH
DS-7108NI-Q1-8P-M;8-ch Mini 1U 8 PoE NVR;HIKVISION;125;184;21;GRABADORES NVR;HIK 8CH
DS-7108NI-Q1-8P-M-D;NVR 8Ch Mini 1U 8 PoE;HIKVISION;120;176;21;GRABADORES NVR;HIK 8CH
DS-7108NI-Q1-M;8CH Value 7 Series NVR;HIKVISION;67;99;21;GRABADORES NVR;HIK 8CH
DS-7608NI-Q1-8P;8-ch 1U 8 PoE 4K NVR;HIKVISION;155;229;21;GRABADORES NVR;HIK 8CH
DS-7608NI-Q1-D;8Ch 1U 4K NVR Hikvision;HIKVISION;90;133;21;GRABADORES NVR;HIK 8CH
DS-7608NXI-I2-S;8Ch AcuSense 4K 1U;HIKVISION;347;552;21;GRABADORES NVR;HIK 8CH
DS-7608NXI-I2-VPRO;8ch AcuSeek 2HDD I-VPRO;HIKVISION;588;947;21;GRABADORES NVR;HIK 8CH
DS-7608NXI-K1-8P;8-ch PoE 1U K Series AcuS;HIKVISION;0;0;21;GRABADORES NVR;HIK 8CH
DS-7608NXI-K1-D;8Ch AcuSense 4K 1U;HIKVISION;127;199;21;GRABADORES NVR;HIK 8CH
DS-7608NXI-K2;8Ch 1U K Series AcuSense;HIKVISION;164;258;21;GRABADORES NVR;HIK 8CH
DS-7608NXI-K2-8P;8ch PoE 1U AcuSense;HIKVISION;274;432;21;GRABADORES NVR;HIK 8CH
DS-7608NXI-K2-8P-D;8Ch PoE AcuSense 4K;HIKVISION;274;432;21;GRABADORES NVR;HIK 8CH
DS-7608NXI-K2-D;8Ch AcuSense 4K 1U;HIKVISION;164;258;21;GRABADORES NVR;HIK 8CH
DS-7208HGHI-M1;8-ch 720p 1U H.265 DVR Hi;HIKVISION;54;76;21;GRABADORES XVR;HIK 8CH
DS-7208HGHI-M1-C;8-ch 720p 1U DVR PROMO;HIKVISION;39.9;53.2;21;GRABADORES XVR;HIK 8CH
IDS-7208HQHI-M1-E;8CH Turbo Acusense DVR;HIKVISION;120;193;21;GRABADORES XVR;HIK 8CH
iDS-7208HQHI-M1-E-C;8-ch 1080P AcuSense DVR X;HIKVISION;120;193;21;GRABADORES XVR;HIK 8CH
iDS-7208HQHI-M1-FA-C;8-ch 1080p AcuSense DVR X;HIKVISION;136;219;21;GRABADORES XVR;HIK 8CH
iDS-7208HQHI-M1-FA-C-4A+8-4AL;8-ch 1080p AcuSense DVR X;HIKVISION;163;263;21;GRABADORES XVR;HIK 8CH
IDS-7208HQHI-M1-XT;8-ch 1080p AcuSen 1U 1HDD;HIKVISION;142;229;21;GRABADORES XVR;HIK 8CH
iDS-7208HQHI-M1-XT-4A+8-4ALM;8ch Acusense 1U 1HDD ALM;HIKVISION;159;257;21;GRABADORES XVR;HIK 8CH
iDS-7208HUHI-M1-XT;8Ch 5MP AcuSense XVR;HIKVISION;253;409;21;GRABADORES XVR;HIK 8CH
DS-2CE16U0T-LF-0280;4K Smart Hybrid Light Fix;HIKVISION;34.3;54;21;CAMARAS HDCVI TVI;HIK 8MPX/4K
DS-2CE17U0T-LF-0280;4K Smart Hybrid Light Fix;HIKVISION;42.7;67;21;CAMARAS HDCVI TVI;HIK 8MPX/4K
DS-2CD1083G2-LIU-0280;8 MP Smart Hybrid Light F;HIKVISION;77;122;21;CAMARAS IP;HIK 8MPX/4K
DS-2CD1083G2-LIUF-0280;8MP Hybrid Light 2.8mm Bu;HIKVISION;76;120;21;CAMARAS IP;HIK 8MPX/4K
DS-2CD1183G2-LIU-0280;8 MP Smart Hybrid Light F;HIKVISION;111;179;21;CAMARAS IP;HIK 8MPX/4K
DS-2CD2046G2-IU-0280-C;4Mp AcuSense By DF;HIKVISION;121;195;21;CAMARAS IP;HIK 8MPX/4K
DS-2CD2086G2-I-0280-C;4K AcuSense 2.8mm Mini Bu;HIKVISION;159;256;21;CAMARAS IP;HIK 8MPX/4K
DS-2CD2347G3-LIS2UY-SL-0280;4Mp ColorVu Turret;HIKVISION;166;265;21;CAMARAS IP;HIK 8MPX/4K
DS-2CD2387G2H-LIU-0400-EF;8MP IPC Hybrid Light  CV;HIKVISION;181;291;21;CAMARAS IP;HIK 8MPX/4K
DS-2CD2387G2P-LSU-SL-0400-C;8 MP Panoramic ColorVu;HIKVISION;205;330;21;CAMARAS IP;HIK 8MPX/4K
DS-2CD2687G2HT-LIZS-2812;8MP IPC Varifocal  Hibryd;HIKVISION;321;517;21;CAMARAS IP;HIK 8MPX/4K
DS-2CD2687G3-LIZS2UY-SL-2812;8Mp ColorVu Varifocal;HIKVISION;352;560;21;CAMARAS IP;HIK 8MPX/4K
DS-2CD2687G3-LIZSY-2812;8Mp ColorVu Varifocal;HIKVISION;342;545;21;CAMARAS IP;HIK 8MPX/4K
DS-2CD2786G2-IZS-2812-C;4K AcuSense Varifoc PROMO;HIKVISION;230.4;370.4;21;CAMARAS IP;HIK 8MPX/4K
DS-2CD2T86G2-ISU-SL-0400-C;4K AcuSense Act Det PROMO;HIKVISION;163.2;263.2;21;CAMARAS IP;HIK 8MPX/4K
