SKU;DESCRIPCION;MARCA;COSTO;VENTA;IVA %;CATEGORIA;SUB CATEGORIA
IPC-C22EP-A;CUE 2 - 1080P OUTLET;IMOU;13.5;13.5;21;CAMARAS IP;WIRELESS
IPC-C22EP-D;CUE 2 2MP;IMOU;13.5;13.5;21;CAMARAS IP;WIRELESS
IPC-C22FP-C;Versa 1080P Wi-Fi OUTLET;IMOU;29;29;21;CAMARAS IP;WIRELESS
IPC-C22FP-C;Versa 1080P Wi-Fi OUTLET;IMOU;29;29;21;CAMARAS IP;WIRELESS
IPC-C22SP;CUE 2E OUTLET;IMOU;13.5;13.5;21;CAMARAS IP;WIRELESS
IPC-C26EP-V2;LOOC;IMOU;78.55;85.69;21;CAMARAS IP;WIRELESS
IPC-D52MIP;Dome Pro 5MPX Wifi OUTLET;IMOU;44;44;21;CAMARAS IP;WIRELESS
IPC-F22FEP;Bullet 2 2MP OUTLET;IMOU;22;22;21;CAMARAS IP;WIRELESS
IPC-F22FP;Bullet 2E;IMOU;25;30;21;CAMARAS IP;WIRELESS
IPC-F22P;Bullet 2C 1080P IMOU;IMOU;26;26;21;CAMARAS IP;WIRELESS
IPC-F22P-D;Bullet 2C IMOU;IMOU;26;34;21;CAMARAS IP;WIRELESS
IPC-F26FEP;1080P WiFi OUTLET;IMOU;32;32;21;CAMARAS IP;WIRELESS
IPC-F32MIP;Bullet pro 3MPX Wifi;IMOU;45;45;21;CAMARAS IP;WIRELESS
IPC-F42FEP-D;Bullet 2 4M;IMOU;24;24;21;CAMARAS IP;WIRELESS
IPC-F42FP;Bullet 2E 4MP IMOU;IMOU;24;24;21;CAMARAS IP;WIRELESS
IPC-F42P-D;Bullet 2C 4MP;IMOU;24;24;21;CAMARAS IP;WIRELESS
IPC-F46FEP-D;Bullet 2 Pro 4MPX - 4MP H;IMOU;65;69;21;CAMARAS IP;WIRELESS
IPC-F46FP;Bullet 2S 4MP;IMOU;76.68;83.65;21;CAMARAS IP;WIRELESS
IPC-F52MIP;Bullet Pro 5MPX Wifi;IMOU;65.46;71.41;21;CAMARAS IP;WIRELESS
IPC-F88FIP-V2;Knight - 4K Wi-Fi 6 Smart;IMOU;168.32;183.62;21;CAMARAS IP;WIRELESS
IPC-GK2CP-3C0WR;Ranger RC 3MP;IMOU;39.27;42.84;21;CAMARAS IP;WIRELESS
IPC-GK2CP-4C0WR;Ranger RC 4MP;IMOU;44.88;48.96;21;CAMARAS IP;WIRELESS
IPC-GK2CP-5C0WR;Ranger RC 5MP OUTLET;IMOU;35;35;21;CAMARAS IP;WIRELESS
IPC-GK2DP-3C0W;Rex 2D 3MP OUTLET;IMOU;32;32;21;CAMARAS IP;WIRELESS
IPC-GK2DP-5C0W;Rex 2D 5MP OUTLET;IMOU;29;29;21;CAMARAS IP;WIRELESS
IPC-GS2DP-3K0W;Rex 3D 3MP - IMOU OUTLET;IMOU;25;25;21;CAMARAS IP;WIRELESS
IPC-GS2DP-5K0W;Rex 3D 5MP Sense OUTLET;IMOU;29;29;21;CAMARAS IP;WIRELESS
IPC-GS7EP-3M0WE;Cruiser 2 3MP;IMOU;72.94;79.57;21;CAMARAS IP;WIRELESS
IPC-K2EP-3H1W;Ranger 2 3MP OUTLET;IMOU;19;19;21;CAMARAS IP;WIRELESS
IPC-K2EP-5H2W;Ranger 2 5MP-H2 OUTLET;IMOU;22;22;21;CAMARAS IP;WIRELESS
IPC-K3DP-5H0WF;Bullet 2E 5MP;IMOU;33;41;21;CAMARAS IP;WIRELESS
IPC-K7FP-3H0WE;Cruiser SC 3MP OUTLET;IMOU;30;30;21;CAMARAS IP;WIRELESS
IPC-K7FP-5H0WE;Cruiser SC 5MP OUTLET;IMOU;37;37;21;CAMARAS IP;WIRELESS
IPC-L26P;Floodligth Cam;IMOU;168.32;183.62;21;CAMARAS IP;WIRELESS
IPC-S21FEP;Cruiser SE+ 1080P OUTLET;IMOU;25;25;21;CAMARAS IP;WIRELESS
IPC-S21FP;Cruiser SE 2MP OUTLET;IMOU;25;25;21;CAMARAS IP;WIRELESS
IPC-S22FP;Cruiser 2MP OUTLET;IMOU;25;25;21;CAMARAS IP;WIRELESS
IPC-S2XP-10M0WED;Ranger Dual 10MP OUTLET;IMOU;47;47;21;CAMARAS IP;WIRELESS
IPC-S2XP-6M0WED;Ranger Dual 6M 3+3 OUTLET;IMOU;39;39;21;CAMARAS IP;WIRELESS
IPC-S3EP-3M0WE;Bullet 3 3MP OUTLET;IMOU;37;37;21;CAMARAS IP;WIRELESS
IPC-S3EP-5M0WE;Bullet 3 5MP OUTLET;IMOU;42;42;21;CAMARAS IP;WIRELESS
IPC-S41FEP;Cruiser SE+ 4MP - Wi-Fi P;IMOU;54.24;59.17;21;CAMARAS IP;WIRELESS
IPC-S41FP;Cruiser SE 4MP;IMOU;54.24;59.17;21;CAMARAS IP;WIRELESS
IPC-S42FP;Cruiser 4MP;IMOU;55;55;21;CAMARAS IP;WIRELESS
IPC-S42FP-D;Cruiser 4MP;IMOU;75.56;82.42;21;CAMARAS IP;WIRELESS
IPC-S7XEP-10M0WED;Cruiser Dual 10MP - 5+5 I;IMOU;67;82;21;CAMARAS IP;WIRELESS
IPC-S7XEP-6M0WED;Cruiser Dual 6MP - 3+3 Im;IMOU;60.7;75;21;CAMARAS IP;WIRELESS
IPC-S7XP-10M0WED;Cruiser Dual 2 10MP 5+5 I;IMOU;65;79;21;CAMARAS IP;WIRELESS
IPC-S7XP-6M0WED;Cruiser Dual 2 3+3MP IMOU;IMOU;58;72.4;21;CAMARAS IP;WIRELESS
IPC-T22EP;Turret SE - 1080P H.265 T;IMOU;48.62;53.04;21;CAMARAS IP;WIRELESS
IPC-T26EP;Turret - 1080P OUTLET;IMOU;47;47;21;CAMARAS IP;WIRELESS
IPC-T42EP;Turret SE 4MP - H.265 Tur;IMOU;54.24;59.17;21;CAMARAS IP;WIRELESS
IPC-TA22CP-D;Ranger 2C Imou;IMOU;16;16;21;CAMARAS IP;WIRELESS
IPC-TA42P-D;Ranger 2C 4MP;IMOU;21;21;21;CAMARAS IP;WIRELESS
O3;4MP WiFi IP67;ARENTI;0;0;21;CAMARAS IP;WIRELESS
OP1;4MP PT WiFi IP65;ARENTI;0;0;21;CAMARAS IP;WIRELESS
P2T;3MP PT WiFi Indoor;ARENTI;0;0;21;CAMARAS IP;WIRELESS
P3TT;3MP WiFi Dual PT Indoor;ARENTI;0;0;21;CAMARAS IP;WIRELESS
Pet Feeder1 Kit;Dispensador de Alimento;ARENTI;0;0;21;CAMARAS IP;WIRELESS
DS-J142I-NKS422W0H;2MP WiFi NVS Kit PROMO;HIKVISION;59.25;72.75;21;KITS;WIRELESS
DS-J142I-NKS424W02H;4MP WiFi KIT PROMO;HIKVISION;66;81;21;KITS;WIRELESS
NKS422W02H;2MP KIT WiFi PROMO;HIKVISION;82;87;21;KITS;WIRELESS
NKS422W03H;2MP WiFi KIT PROMO;HIKVISION;69.75;84.75;21;KITS;WIRELESS
NKS424W03H;4MP KIT WiFi PROMO;HIKVISION;74.25;90.75;21;KITS;WIRELESS
NKS424W0H;4MP WiFi NVS Kit PROMO;HIKVISION;65.25;79.5;21;KITS;WIRELESS
K2 lite- Redundancy;K2 Lite Redundancy;YEASTAR;3953.93;5354.28;21;SOFTWARE;YEASTAR
K2 Lite-Software;Yeastar K2 Lite Software;YEASTAR;6591.72;8926.28;21;SOFTWARE;YEASTAR
K2-Software;Yeastar K2 Software;YEASTAR;14010.49;18972.53;21;SOFTWARE;YEASTAR
LCS-K2;Linkus Cloud K2 Anual;YEASTAR;2334.17;3160.85;21;SOFTWARE;YEASTAR
LCSPRO-S20;Linkus Cloud Pro S20;YEASTAR;232.4;307;21;SOFTWARE;YEASTAR
LCS-S100;Linkus Cloud S100;YEASTAR;548.16;742.31;21;SOFTWARE;YEASTAR
LCS-S20;Linkus Cloud S20 Anual;YEASTAR;177.23;239.99;21;SOFTWARE;YEASTAR
LCS-S300;Linkus Cloud S300 Anual;YEASTAR;960.32;1300.43;21;SOFTWARE;YEASTAR
LCS-S50;Linkus Cloud S50 Anual;YEASTAR;314.61;426.04;21;SOFTWARE;YEASTAR
YEP-P550;Enterprise Plan P550;YEASTAR;501.82;627.9;21;SOFTWARE;YEASTAR
YEP-P560;Enterprise Plan P560;YEASTAR;669.65;837.9;21;SOFTWARE;YEASTAR
YEP-P570;Enterprise Plan P570;YEASTAR;1173.15;1467.9;21;SOFTWARE;YEASTAR
YUP-P550;Ultimate Plan P550;YEASTAR;837.48;1047.9;21;SOFTWARE;YEASTAR
YUP-P560;Ultimate Plan P560;YEASTAR;1340.98;1677.9;21;SOFTWARE;YEASTAR
YUP-P570;Ultimate Plan P570;YEASTAR;2180.14;2727.9;21;SOFTWARE;YEASTAR
ARB1606;Extensor d alarmas OUTLET;DAHUA;15.34;15.34;21;ACCESORIOS;Z OUTLET
CY-BH-04;Balun pasivo 4ch OUTLET;CYGNUS;4;4;21;ACCESORIOS;Z OUTLET
EXB100;Soporte Inox OUTLET;DAHUA;14;14;21;ACCESORIOS;Z OUTLET
HS-USB-E327C-128GB-U3-SILVER;Pen Drive 128Gb OUTLET;HIKSEMI;9.2;9.2;21;ACCESORIOS;Z OUTLET
LCH75-MC410-B;"75"" Smart OUTLET";DAHUA;890;890;10.5;ACCESORIOS;Z OUTLET
LCH86-MC410-B;"Pizarra 86"" OUTLET";DAHUA;1150;1150;10.5;ACCESORIOS;Z OUTLET
PFA100;Soporte IPC fishey OUTLET;DAHUA;3.54;3.54;21;ACCESORIOS;Z OUTLET
PFA101;Soporte 1 OUTLET;DAHUA;4.13;4.13;21;ACCESORIOS;Z OUTLET
PFA105;Soporte p fish eye OUTLET;DAHUA;4.72;4.72;21;ACCESORIOS;Z OUTLET
PFA110;SOPORTE 2 OUTLET;DAHUA;2;2;21;ACCESORIOS;Z OUTLET
PFA111;SOPORTE 3 OUTLET;DAHUA;3.54;3.54;21;ACCESORIOS;Z OUTLET
PFA114;SOPORTE 4 OUTLET;DAHUA;2;2;21;ACCESORIOS;Z OUTLET
PFA121;Junction Box 1 OUTLET;DAHUA;12;12;21;ACCESORIOS;Z OUTLET
PFA122;Junction Box 2 OUTLET;DAHUA;12;12;21;ACCESORIOS;Z OUTLET
PFA123;Junction Box 3 OUTLET;DAHUA;8.85;8.85;21;ACCESORIOS;Z OUTLET
PFA12A;Soporte de pared OUTLET;DAHUA;1.18;1.18;21;ACCESORIOS;Z OUTLET
PFA132-E;Caja de conexiones OUTLET;DAHUA;9.91;9.91;21;ACCESORIOS;Z OUTLET
PFA137;Soporte OUTLET;DAHUA;4.37;4.37;21;ACCESORIOS;Z OUTLET
PFA138;Soporte 5 OUTLET;DAHUA;8.85;8.85;21;ACCESORIOS;Z OUTLET
PFA141;Power Box 2 OUTLET;DAHUA;47.2;47.2;21;ACCESORIOS;Z OUTLET
PFA150;SOPORTE para poste OUTLET;DAHUA;12.98;12.98;21;ACCESORIOS;Z OUTLET
PFA150-V2 ;Soporte para poste OUTLET;DAHUA;12.98;12.98;21;ACCESORIOS;Z OUTLET
PFA151;SOPORTE esquina OUTLET;DAHUA;12.98;12.98;21;ACCESORIOS;Z OUTLET
PFA154;Soporte poste OUTLET;DAHUA;14.16;14.16;21;ACCESORIOS;Z OUTLET
PFA200W;Soporte viseraDomo OUTLET;DAHUA;4.9;4.9;21;ACCESORIOS;Z OUTLET
PFA6400S;IP67 Box Dahua OUTLET;DAHUA;59;59;21;ACCESORIOS;Z OUTLET
PFB110W;SOPORTE Cam OUTLET;DAHUA;2;2;21;ACCESORIOS;Z OUTLET
PFB120W;SOPORTE Aluminio OUTLET;DAHUA;7;7;21;ACCESORIOS;Z OUTLET
PFB121W;SOPORTE de pared OUTLET;DAHUA;4.9;4.9;21;ACCESORIOS;Z OUTLET
PFB200C;SOPORTE Embutir OUTLET;DAHUA;2;2;21;ACCESORIOS;Z OUTLET
PFB201C;SOPORTE Domos OUTLET;DAHUA;4.72;4.72;21;ACCESORIOS;Z OUTLET
PFB203W;SOPORTE minidomo OUTLET;DAHUA;5.9;5.9;21;ACCESORIOS;Z OUTLET
PFB204W;Soporte minidomos OUTLET;DAHUA;5.9;5.9;21;ACCESORIOS;Z OUTLET
PFB205W-E;Soporte de pared OUTLET;DAHUA;3;3;21;ACCESORIOS;Z OUTLET
PFB210W;Soporte de pared OUTLET;DAHUA;3;3;21;ACCESORIOS;Z OUTLET
PFB220C;Soporte domo techo OUTLET;DAHUA;4;4;21;ACCESORIOS;Z OUTLET
PFB300C;SOPORTE de techo OUTLET;DAHUA;7.5;7.5;21;ACCESORIOS;Z OUTLET
PFB300S;SOPORTE para domos OUTLET;DAHUA;7.5;7.5;21;ACCESORIOS;Z OUTLET
PFB301S;SOPORTE para domo OUTLET;DAHUA;14;14;21;ACCESORIOS;Z OUTLET
PFB302S;Soporte caja PTZ OUTLET;DAHUA;9;9;21;ACCESORIOS;Z OUTLET
PFB302S-V2;Wall Mount Bracket OUTLET;DAHUA;10.62;10.62;21;ACCESORIOS;Z OUTLET
PFB303S;Parapet Soporte OUTLET;DAHUA;59;59;21;ACCESORIOS;Z OUTLET
PFB414W;Soporte de pared OUTLET;DAHUA;29;29;21;ACCESORIOS;Z OUTLET
PFB510W;Soporte con caja OUTLET;DAHUA;9;9;21;ACCESORIOS;Z OUTLET
PFB603W;SOPORTE Aluminio OUTLET;DAHUA;4.9;4.9;21;ACCESORIOS;Z OUTLET
PFB604W;SOPORTE Aluminio OUTLET;DAHUA;7;7;21;ACCESORIOS;Z OUTLET
PFM810;Par inyector PoC OUTLET;DAHUA;1;1;21;ACCESORIOS;Z OUTLET
PFM920I-5EU-U;Cable UTP CAT5e OUTLET;DAHUA;80;89;21;ACCESORIOS;Z OUTLET
PFM920I-6UN-CN;Cable UTP Cat 6 OUTLET;DAHUA;75;75;21;ACCESORIOS;Z OUTLET
PFR4K-E50;Radar de Seguridad OUTLET;DAHUA;290;290;21;ACCESORIOS;Z OUTLET
PFR5QI-E60;Radar con cámara OUTLET;DAHUA;190;190;21;ACCESORIOS;Z OUTLET
PFR5QI-E60-PV;Radar con cámara OUTLET;DAHUA;190;190;21;ACCESORIOS;Z OUTLET
SSD-E800S512G;SSD SATA 512Gb OUTLET;DAHUA;33;33;10.5;ACCESORIOS;Z OUTLET
TBM-210B;Termometro Fijo OUTLET;CYGNUS;13;13;21;ACCESORIOS;Z OUTLET
TF-C100-512GB;Memoria uSD 512Gb OUTLET;DAHUA;43.66;43.66;21;ACCESORIOS;Z OUTLET
UV100;Cámara web USB 2mp OUTLET;ZKTECO;12;12;21;ACCESORIOS;Z OUTLET
VCS-SPOE20;IP Ceiling speaker OUTLET;DAHUA;47.2;47.2;21;ACCESORIOS;Z OUTLET
XL500-CPR-A;Indoor UTP Cat5e OUTLET;ZKTECO;99;79.2;21;ACCESORIOS;Z OUTLET
XL500-CPR-B;UTP Cat5e Exterior OUTLET;ZKTECO;95.2;95.2;21;ACCESORIOS;Z OUTLET
XL600-CPR-A;Indoor UTP Cat6 OUTLET;ZKTECO;135;135;21;ACCESORIOS;Z OUTLET
XL600-CPR-B;Outdoor UTP Cat6 OUTLET;ZKTECO;139;139;21;ACCESORIOS;Z OUTLET
ZAZ100W;Soporte Rótul INOX OUTLET;DAHUA;8;8;21;ACCESORIOS;Z OUTLET
ARA12-W2;Sirena inalámbrica OUTLET;DAHUA;30.89;32;21;ALARMAS;Z OUTLET
ARA43-W2;Wireless Repeater OUTLET;DAHUA;43.66;43.66;21;ALARMAS;Z OUTLET
ARD323-W2;Wireless door det OUTLET;DAHUA;14.16;14.16;21;ALARMAS;Z OUTLET
ARD323-W2-S;Wireless door OUTLET;DAHUA;21;21;21;ALARMAS;Z OUTLET
ARD821-W2;Wireless Panic But OUTLET;DAHUA;8;8;21;ALARMAS;Z OUTLET
ARM310-W2;Wireless expander OUTLET;DAHUA;9;9;21;ALARMAS;Z OUTLET
HC-103;Sirena cableada OUTLET;DAHUA;9;9;21;ALARMAS;Z OUTLET
HO-03;Sensor Magnetico OUTLET;DAHUA;1.2;1.2;21;ALARMAS;Z OUTLET
LH-025A;Sensor PIR techo OUTLET;DAHUA;2.36;2.36;21;ALARMAS;Z OUTLET
LH-912D;Sensor PIR Cortina OUTLET;DAHUA;2.36;2.36;21;ALARMAS;Z OUTLET
LH-926A;Sensor PIR Dahua OUTLET;DAHUA;2.36;2.36;21;ALARMAS;Z OUTLET
HAC-B1A21P-0280B;2MP HDCVI IR OUTLET;DAHUA;9.2;9.2;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-B1A21P-0360B;2MP HDCVI 3.6 IR OUTLET;DAHUA;9.5;9.5;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-B1A21P-U-0360B;2MP IR HDCVI 3.6 OUTLET;DAHUA;9;9;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-B1A51P-0280B-S2;5MP HDCVI IR OUTLET;DAHUA;12;12;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-B2A21P-0280B;2MP HDCVI IR OUTLET;DAHUA;9;9;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-B2A21P-0360B;2MP IR 3.6 Bullet OUTLET;DAHUA;9;9;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-B4A21P-VF-2712;2MP HDCVI IR Varif OUTLET;DAHUA;12;12;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-D3A21P-VF-2712;2MP HDCVI IR Varif OUTLET;DAHUA;11;11;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-EW2501P-0140B;5MP CVI IR-Fisheye OUTLET;DAHUA;55;55;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDBW2231FP-M;2MP 3.6mm CVI OUTLET;DAHUA;0;0;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDBW2241FP-A-0280B;2MP IR Star IK10 OUTLET;DAHUA;22;22;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW1200MP;2MP HDCVI IR 3.6 OUTLET;DAHUA;5.9;5.9;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW1200TLP-A-0280B-S5;2MP HDCVI IR 2.8 OUTLET;DAHUA;15;15;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW1200TLP-A-0360B-S5;2MP HDCVI IR OUTLET;DAHUA;13;13;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW1200TP-Z-2712-S5;2MP CVI IR 2.7-12 OUTLET;DAHUA;19;19;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW1209TLQP-A-LED-0280B;2MP HDCVI FColor OUTLET;DAHUA;16;16;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW1209TLQP-A-LED-0280B-S2;2MP FullColor OUTLET;DAHUA;9;9;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW1209TLQP-A-LED-0360B-S2;2MP Full-color CVI OUTLET;DAHUA;12;12;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW1209TLQP-LED-0280B;2MP HDCVI FullCr OUTLET;DAHUA;8;8;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW1209TLQP-LED-0280B-S2;2MP HDCVI OUTLET;DAHUA;16;16;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW1209TLQP-LED-0360B;2MP CVI FullColor OUTLET;DAHUA;19;19;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW1230TP-Z-A-2712;2MP HDCVI IR Starl OUTLET;DAHUA;19;19;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW1239TLP-A-LED-0280B;2MP HDCVI Starl OUTLET;DAHUA;13;13;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW1239TLQP-A-LED-0280B-S2;2MP FullColor CVI OUTLET;DAHUA;22;22;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW1509TP-IL-A-0280B-S2;5MP Dual Ligh CVI OUTLET;DAHUA;12;12;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW1509TP-Z-A-LED-27135-S2;5MP CVI Zoom OUTLET;DAHUA;32;32;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW1800TLP-A-0280B;8MP HDCVI IR MIC OUTLET;DAHUA;29.5;29.5;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW2231RP-Z;2MP HDCVI IR ZOOM OUTLET;DAHUA;15;15;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HDW3200LP-0210B-S5;2MP HDCVI IR OUTLET;DAHUA;19;19;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HFW1200TLMP-IL-A-0360B-S6;2MP DL HDCVI 3.6 OUTLET;DAHUA;9;9;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HFW1209CP-LED-0280B-S3;2MP FullColor CVI OUTLET;DAHUA;9;9;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HFW1209CP-LED-0360B;Bullet 2Mpx LED OUTLET;DAHUA;12;12;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HFW1239TLMP-A-LED-0280B-S2;2MP FullColor MIC OUTLET;DAHUA;25;25;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HFW1239TLMP-A-LED-0360B-S2;Bullet HDCVI 2 Mpx OUTLET;DAHUA;19;19;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HFW1239TLMP-IL-A-0280B-S2;2MP DL HDCVI 2.8 OUTLET;DAHUA;9;9;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HFW1239TUP-Z-A-LED-27135-S2;2MP FullColor CVI OUTLET;DAHUA;27;27;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HFW1500RP-Z-IRE6-2712-S2;5MP CVI 2.7-12 OUTLET;DAHUA;46.61;46.61;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HFW1500TLP-A-0280B-S2;5MP Starl HDCVI OUTLET;DAHUA;9;9;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HFW1509TLMP-IL-A-0360B-S2;5MP DualLight CVI OUTLET;DAHUA;12;12;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HFW1509TUP-Z-A-LED-27135-S2;5MP HDCVI Zoom OUTLET;DAHUA;32;32;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HFW1800RP-0280B;4K/8MP CVI IR 2.8 OUTLET;DAHUA;25.96;25.96;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HFW1800TLP-A-0280B;4K/8MP MIC 2.8 OUTLET;DAHUA;25;25;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HFW2231RP-Z-IRE6;2MP HDCVI IR Zoom OUTLET;DAHUA;11.8;11.8;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HMW3200LP-FR-0210B-S5;2MP 2x-lens mobile OUTLET;DAHUA;12;12;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-HUM3201BP-0280B-S2;2MP HDCVI Mini OUTLET;DAHUA;30.29;30.29;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-LC1200SLP-W-0360B-S3A;2MP HDCVI 3.6 IR OUTLET;DAHUA;7;7;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-ME1200BP-LED-0280B-S4;2MP HDCVI PIR+LED OUTLET;DAHUA;9;9;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-ME1200DP-LED-0280B-S4;2MP HDCVI PIR+LED OUTLET;DAHUA;7;7;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-ME1200EP-LED-0280B-S4;2MP HDCVI PIR+LED OUTLET;DAHUA;9;9;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-ME1509TQP-A-PV-0280B-S2;5MP TIOC Dual Illu OUTLET;DAHUA;12;12;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-T1A21P-0280B;2MP CVI IR Indoor OUTLET;DAHUA;8.7;8.7;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-T1A21P-0360B;2MP IR 3.6 Indoor OUTLET;DAHUA;8.7;8.7;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-T1A21P-U-0280B;2MP IR HDCVI 2.8mm OUTLET;DAHUA;7;7;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-T1A21P-U-0360B;2MP IR HDCVI OUTLET;DAHUA;7;7;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-T2A21P-0280B;2MP HDCVI IR 2.8 OUTLET;DAHUA;9.9;9.9;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-T2A21P-0360B;2MP HDCVI 3.6 IR OUTLET;DAHUA;9.9;9.9;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-T2A21P-U-0360B;2MP IR HDCVI 3.6mm OUTLET;DAHUA;9.9;9.9;21;CAMARAS HDCVI TVI;Z OUTLET
HAC-T3A21P-VF-2712;2MP HDCVI IR Varif OUTLET;DAHUA;9;9;21;CAMARAS HDCVI TVI;Z OUTLET
SD42C212I-HC;2MP12x PTZ CVI OUTLET;DAHUA;55;55;21;CAMARAS HDCVI TVI;Z OUTLET
SD49225-HC-LA;2MP 25x PTZ Star OUTLET;DAHUA;120;120;21;CAMARAS HDCVI TVI;Z OUTLET
C3A;3MP Indoor Wi-Fi OUTLET;DAHUA;13;13;21;CAMARAS IP;Z OUTLET
C5A;5MP Indoor Wi-Fi OUTLET;DAHUA;17;17;21;CAMARAS IP;Z OUTLET
CY-IPC-2M-DWS;IPC 2Mpx Domo IR OUTLET;SMARTPIXEL;29;29;21;CAMARAS IP;Z OUTLET
CY-IPC-4K-DZS-A;IPC Domo IR 4K OUTLET;CYGNUS;99;99;21;CAMARAS IP;Z OUTLET
CY-IPC-4M-DWS;IPC 4Mpx OUTLET;SMARTPIXEL;28;28;21;CAMARAS IP;Z OUTLET
DH-IPC-EB5400X;4MP FishEye OUTLET;DAHUA;0;0;21;CAMARAS IP;Z OUTLET
DH-IPC-HDBW1320E-WX;3MP WIFI Domo OUTLET;DAHUA;0;0;21;CAMARAS IP;Z OUTLET
DH-IPC-HDW2121X-ZS;1.3MP Varifocal OUTLET;DAHUA;0;0;21;CAMARAS IP;Z OUTLET
DH-IPC-HDW2421X-ZS;4MP Varifocal OUTLET;DAHUA;0;0;21;CAMARAS IP;Z OUTLET
DH-IPC-HFW1320S-WX;3MP WIFI OUTLET;DAHUA;0;0;21;CAMARAS IP;Z OUTLET
DH-IPC-HFW4431E-SX;4MP 3.6mm OUTLET;DAHUA;0;0;21;CAMARAS IP;Z OUTLET
DH-SD22204TX-GN;2MP 4X PTZ OUTLET;DAHUA;0;0;21;CAMARAS IP;Z OUTLET
DH-SD22204TX-GN-W;2MP PTZ 4X OUTLET;DAHUA;0;0;21;CAMARAS IP;Z OUTLET
H3A;3MP Indoor IPC OUTLET;DAHUA;17.7;17.7;21;CAMARAS IP;Z OUTLET
H3B;3MP Indoor WiFi OUTLET;DAHUA;19;19;21;CAMARAS IP;Z OUTLET
IPC-2122SR3-PF40-B;IPC 2MP Bullet UNV OUTLET;UNIVIEW;12;14;21;CAMARAS IP;Z OUTLET
IPC-2124SR3-DPF36;4Mp IPC Bullet OUTLET;UNIVIEW;26;26;21;CAMARAS IP;Z OUTLET
IPC-2125SR3-ADUPF40;5Mp IPC Bullet OUTLET;UNIVIEW;29;29;21;CAMARAS IP;Z OUTLET
IPC-314SR-DVPF28;4MP IPC Dome UNV OUTLET;UNIVIEW;29;29;21;CAMARAS IP;Z OUTLET
IPC-322SR3-VSPF28-C;IPC 2Mp Domo IK10 OUTLET;UNIVIEW;25;25;21;CAMARAS IP;Z OUTLET
